Address,Twitter,User Reward,Supply Percent
tz1dKiXujcXbJkdvp7nJQ1FB6cgKzuU8cEci,@matheusleston,7,0.0768%
tz1drEV5soQL85qJMNts3JfkgZxD1oL88gsh,,7,0.0768%
tz1dRj74KUHeZKRqCzrSSAppRDqHRAi5uCbn,@noelpendawa,7,0.0768%
tz1duafqHy827Aw6bbFNVqUbpxphm8MSecwU,,7,0.0768%
tz1dvEHWmboEsCfKrJUW6PWENEmZKz7xExfL,,7,0.0768%
tz1dXJNkXPp3BWxZCBFcDjppna3sRmRiNMGg,@atlaude,7,0.0768%
tz1dyAMs4LvYPMEHncziQ95V4vjqdoxi5BrF,,7,0.0768%
tz1eky73coNLY3e8b3rzBihpkC799Db3UtKp,@AliaK,7,0.0768%
tz1emrwnH4jVYJTCKUvKiyxA7Hxs5HSH8tef,,7,0.0768%
tz1eucmsRgVBrAN8dKyr525J5CJdMuaLZ5Nw,,7,0.0768%
tz1ewFLAMVifrTJemC3x9Tie8HgNCALRgSoe,,7,0.0768%
tz1eyTfLUUjVgsW11x8q4p8FU2A8N3aCMi4D,@RicardoAFalla1,7,0.0768%
tz1eZ8amacCvSQsFM8wampwWXJFWsmGVRQFd,@ganbrood,7,0.0768%
tz1f2BRzyqpj9mgdFRKSAbadTsvdodWcPcU4,,7,0.0768%
tz1fc7czLHcSN9J6SjTpmThRgpPGJYSZfqB2,@spacefishNFT,7,0.0768%
tz1fewvNHnHAm2cDw7nUYYzZHWUq8V5C52xx,,7,0.0768%
tz1fL2ZxiVVBUuFed61Zoi1M2iD7NfTKPJKQ,@mathewe,7,0.0768%
tz1ft8ZPvFdcsMa2LyyA4h53Mm61bRHXBMfc,@algoritmarte1,7,0.0768%
tz1fTZs8yQdVPzn56ygMmUTRmiLiLC8iFNtj,@ChunkyIsla,7,0.0768%
tz1fUAw8nNU5Q1W1BNm7pTgKVFkatRMDeT1y,,7,0.0768%
tz1fx3QA5bnkJJVG13HWLEWQFBNd4u4fqwa9,,7,0.0768%
tz1fzJFDVUYJSCv5EkXWv6S1zDNjmPtsxRD2,@crashblossom1,7,0.0768%
tz1gdB433mLvsbtzPT547j82t6ve3b2JDw9F,@dribnet,7,0.0768%
tz1gex2GDc6teVM28RLD7Yof5nbwqdhzeAyc,,7,0.0768%
tz1gKQKVmgU2qeeS98dh74g6t3M7pu6YGvYk,@GollumNFT,7,0.0768%
tz1grYEuUxKRdZB3cPU9DxchAnztrR6NixSg,@idislikebrian,7,0.0768%
tz1gTmZ4rSNZ3Zu7m7GbMi9rQVjUs7GyMK7b,@misterburton,7,0.0768%
tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD,@pointline_,7,0.0768%
tz1gWDVuEL5bi7fRLhXMX3sbBHFc3a4YuibY,@methodiclmonkys,7,0.0768%
tz1gwW3ixXhAhqTRr5dZnJkodGkRva23HUcX,@gabrielkarasek,7,0.0768%
tz1h7sQhBdKfiiAYXvtTFNPocFG92b47K94Y,@Cruel_Coppinger,7,0.0768%
tz1h7XPajR11HyyfkZwr9sx36kiQMf6QGWi3,@byte_delight,7,0.0768%
tz1h8nRoaWAuLZ8o79acgsSmqsE1X7Gwk7FF,,7,0.0768%
tz1hb4cziUnNDaSxoC87qwPX9oTEmn86DHqP,,7,0.0768%
tz1hEZvUHcFQ5YgjVHnfeNAH1wdewqj76sB1,@volt__edge,7,0.0768%
tz1hhG3vN2NCoPZepvEbKHBFQ5denwNJwHXP,@digitalcoleman,7,0.0768%
tz1hqMcy2MHZzdoJtEk9PJKe8V3WKHdfozHD,@carol_jauregui,7,0.0768%
tz1hQWnYZpSFVr99UHBFsz58ix2UXbZMYXKp,,7,0.0768%
tz1hTmZ3WJ4QvsoLY6TyEQgNakztGhDcTcrs,@ultraKelevra,7,0.0768%
tz1hXfBwRPAdoj9n7SMUVHVfLcwgQKgGdUeh,@snax_snax_snax,7,0.0768%
tz1hYYR6QRzP1g2iZDKmSwJCy5AgSfJYdBc8,,7,0.0768%
tz1hZtNQ2KpwccV5Mdyz4ogx4HsNPykRGWwM,,7,0.0768%
tz1hZvoGtccTwBEDPmrTDduFv6DtJq2i7kZY,,7,0.0768%
tz1i7tKfmok8uX9VhaZZSoxbMGVYgXcPSb6U,,7,0.0768%
tz1iriVRaQWaU97xwzxXZbmNREKm332MuixZ,@depatchedmode,7,0.0768%
tz1iYNYHzgEdYfDqV7aWAz5VyMLmz32AtzTc,,7,0.0768%
tz1KhiFKMdKeLdBmuV6qmzpP4Jp8v7u6cDft,@JvdeNft,7,0.0768%
tz1KySTBB8RXWVraggfXWLaLR9H3K3JBEbgt,,7,0.0768%
tz1L1XwcVmD2z4qPfLtBJ6RPThgAwLcXG6kW,@klaushubben,7,0.0768%
tz1LAzxsaHGnuJqtZjyqkYSLkE4bFK8GGQA2,,7,0.0768%
tz1LoojwnqwgCLmaNXt2xUrm39yHRWwcT7rd,@techmoney11,7,0.0768%
tz1LUtFV3oYnVD5wYxqWxi5jr1LtQjDdwbdD,@BrendanTadler,7,0.0768%
tz1LVgDWLLF9EmFksVeqU1CFxBoYqZf8XZ7r,@somaticbits,7,0.0768%
tz1LXk7mU5KwbjzPq3gngPWyqzzN3aCh3ury,@uberneath,7,0.0768%
tz1LzFPWDKZLuHzQFUSq2ioT49wtBJ8KNxFu,,7,0.0768%
tz1M348mq4NQsN56yGhFtLo66LDRHD9WjHSu,@jclayton,7,0.0768%
tz1M3zsSoqbfE8Mzjz7VD3SLXZampfqti9Lp,@dushfack,7,0.0768%
tz1MfuHgpyDBmwbYRJjjBGyKGZgFBPLyEVWd,@Mathooss,7,0.0768%
tz1MhJnGsG927X3Rb9FTktZstExcAKLdsQud,,7,0.0768%
tz1Mi1EDX1uPQuKHTshAUzcdVkWkwqVQABeH,,7,0.0768%
tz1Mi9uWbMtU8XrDd7vMrvBy31CmMG9LHFov,@zxyra_art,7,0.0768%
tz1MnH2QpHzacWgM5MmR8Xxm3rPrN9cUY9rs,@bangisal,7,0.0768%
tz1MUKBZu61v9Xy38B3CJ2EgLnS6pESNmfMa,,7,0.0768%
tz1N4LRdZCNFGmxxfJL7V1mokNotSt8G3Jyn,@robob3ar,7,0.0768%
tz1NkvZdys5k4Z8Y9Vej8WPLaQVNJpHUdxJa,@Ro_mi_nd,7,0.0768%
tz1NuSrvLoy9UxeGtALPuKWDrFMq9JZ8aGW3,,7,0.0768%
tz1P2NVXLmHJkU11PH1E9XZfboTedUjEGyJN,@DigitalPercept4,7,0.0768%
tz1P4oKep93UMG3XGF9keH5aUfLqteatFr3k,,7,0.0768%
tz1P5Za1TUMsDejgzMM5iMNfHAxDUpPCHiwZ,@JoanieLemercier,7,0.0768%
tz1P8WXV91t5UZcDhiPxndgmRhTL7XQpms2V,,7,0.0768%
tz1PamLRivBaxR9w1MhsMshs2sT35zr3FafF,,7,0.0768%
tz1Peq8idTtxF3znLoTSRiFwfFZZzzmdNiGA,,7,0.0768%
tz1PgVDVv1pKgH4reCN4gBbEHTGq8qBFUdwB,,7,0.0768%
tz1PNgoubHE671F2BAyfUnSHg3ji1A4demFt,@Haustraliaer,7,0.0768%
tz1PQiHVEUrocwpWe7c1o4eJ4nnMzXFdDubS,,7,0.0768%
tz1PSoDcaD2Naaciir7jAAtAacoGrKNA4rQD,@0xSubEk,7,0.0768%
tz1Pu3K2be7aPawf2UCfTS2hkrhRckEi8TSQ,,7,0.0768%
tz1PYkCcWo6WRqGym585bRMLMq9jwwN2qSgH,@EchonStigmata,7,0.0768%
tz1PYVjdNTcb7i3vGjf3G2eKzG91rKyYmhGp,@bernizeck,7,0.0768%
tz1Q6cM24NQHADEU3C2pouiw6SAvrzGzp7r8,,7,0.0768%
tz1QagNVXSYWQB42DRpJQXS3CLeCnkf6rcRm,@frownpolice,7,0.0768%
tz1Qfospffawd5mQuW2tdnxVpmyJd5TYaKr8,@ludwig_lahi,7,0.0768%
tz1QfUs5txeak6RSBwFygYZXYmq77h6Petxo,,7,0.0768%
tz1QGCWjNpYmcS6T9qFGYSam25e36WeFUCK4,@NFTPROTECTOR,7,0.0768%
tz1QJ3FkMrJDJmWSsLYhzfct8cu3kupeeigy,@GMcrop00,7,0.0768%
tz1QRGuWFKq9Lqh7V4FxCRDoWCsPEgTW4f2M,,7,0.0768%
tz1QWFRpbN4rA8vABvxPAREtuffu6F1VKFTB,@shig_nft,7,0.0768%
tz1R2Wj1WNoRPekDAi2W7dQ3gjze7YEKpUoo,,7,0.0768%
tz1RaSWDEeNQfrrxpuMgQ1wUZi5Mdccvh9R9,,7,0.0768%
tz1RatjqzChccqPZJDYRtdSsdMBtgEXgLzh3,@shdweffects,7,0.0768%
tz1Rpez3wN9Vgp8yA9RFfdL5rBXQAiUJtvk6,,7,0.0768%
tz1RV8NPxcqv5HVUrj5TBaDJCj83BN9SLTrW,,7,0.0768%
tz1SmuHYdVbzhtbgeTeS9hgsax17cm1Q2GjH,@sizenewxyz,7,0.0768%
tz1SoKFcnJJpkihm8AEgCRGgNpefePEAnHQE,@urben,7,0.0768%
tz1SRtdDrVtx77SWDqrjQHrWRfN8XBk8h53j,@cr24ti7e,7,0.0768%
tz1Sw4mAU9N4HEUMa6j36HwjTCwLVFi7aPCc,,7,0.0768%
tz1SxszmgN6UcmqorTY9st1q5XPa5ZfnvdEb,,7,0.0768%
tz1T7QMkroV81qCCrwTzTfqbVEyE2f3w9ccg,@TezosCommunity,7,0.0768%
tz1Tguuqstpgd77A7uvnKEgoMcAfcEzTQaSm,@encapsuled_,7,0.0768%
tz1ThSL5No5A19sVsESSyuuWXywU8qhPuTDX,@DJ_24_Official,7,0.0768%
tz1TjWW3D9EpToafsvYcWEkvGCm2Jjfu3k99,@vadevagarin,7,0.0768%
tz1TYoNPUwDZbmAWCTqwL48iZoDUjuv3nyyH,,7,0.0768%
tz1U2jasnqBXjCMjcfEVY4i6ybSoq1PoLdxU,@MarioGruhn,7,0.0768%
tz1UcXyKMh5CB561T7KVVW5HsSfrRGj1DQmT,@csrsnt,7,0.0768%
tz1UE9CuEUncPFu7qfYpJnAe3T1jaZH5kQBg,,7,0.0768%
tz1UecX4DJJi8BGCmH4VtaypU52MddCpUD3j,,7,0.0768%
tz1UgFQxGkcZxXwEehcubn38Tsv2vefByKph,,7,0.0768%
tz1Up3Uyj6PR3AkdsaXouhhetS3VdaTkW2Ro,@annaxmalina,7,0.0768%
tz1UQSa7mYNT8BntyxkES1oBvPJr8vRYhmEZ,,7,0.0768%
tz1UXAsfFeufr6p2PafNr2oXNrTDSdtwwdgm,@TezosHunter,7,0.0768%
tz1UYA5h6JSabkdE5VaNL6P1r8cf211oMsCr,@StollVideo,7,0.0768%
tz1UZtPGDxECKtacDSKT1u5MCiYXJGHCFEeu,,7,0.0768%
tz1V84gmD8MsmLuCfT9M1LDaTjpJb4eAejvM,@visiophone_lab,7,0.0768%
tz1VaHSdEiNmp6u3dDzHRSY23BeU8F93BzbY,@diskettepark,7,0.0768%
tz1VCyMMhK5sZKWG73RmWk2poRUmKvcqLxhv,,7,0.0768%
tz1VDrHAnLxLH8JrWAKkZhJjyaqqR3qsbhUQ,@estelle_flores_,7,0.0768%
tz1VFqe7CFMFWPeeqFXCyWe33KcfDdXadDUm,@davecurry,7,0.0768%
tz1WBwAmtU2T8GHUrS2t613gL7PgXMSD49Jj,@FLAMINGODAO,7,0.0768%
tz1WDtMQdggPNJvQVvVBSS8cHTKy1aLLWBag,@fritjofdouglas,7,0.0768%
tz1WMwADoVqGCXjKtRLZzuHNNZhkAuf4YnXf,@qizzio,7,0.0768%
tz1WpTRurjwRGGzWmW2wyXNM2PqiiPeVurKT,,7,0.0768%
tz1WVRAhQ8WrPdWPFDjD8TNJx2aNoXmk5qBf,@jardinesage,7,0.0768%
tz1WwLpnjMbjfQEmUpExC8wqNuZP5vTjYqgS,@TeNinEightNFTs,7,0.0768%
tz1WZuFdbESHfBSvoBeao1Wkt7NCyUuXAT9D,@sam___tsao,7,0.0768%
tz1X3eDUVtoMS5njtLQFKnBmxoFCWPEAVf3Z,@gritcorp,7,0.0768%
tz1X3eZfpMQJ6bkjLzj7d1gy3UC2LM2UBW7F,@nftexp99,7,0.0768%
tz1XJDXNHNmdeuqCsqRzvPXBh7GTbSz75oGB,,7,0.0768%
tz1XJzdA578FshxeRjnNHzzAb1f3JAiqEYfk,@luciusfelimus,7,0.0768%
tz1XRYzDAncDr3Tnk6bKvVVwSsAAQcDTcKwk,,7,0.0768%
tz1XWWsbK79QYy9bPNiKHGZXFC8bqHaZVLAi,@masta_g3,7,0.0768%
tz1XypStbLaav3THYJvgf32wK78z6qX84cLr,@porkbus,7,0.0768%
tz1XYXk8pZSTyQJTB98WuqRaodpStYLuZREp,,7,0.0768%
tz1YNUNArBDYWu8evZj73HR9vE6y5FQkaj5M,,7,0.0768%
tz1YqCZ8u8cFYDohvqqrnYjz6iQGmnmrwvVP,@eyaler,7,0.0768%
tz1YseydcorqAoU5AY4xkvNqhghWSuKMLnCc,,7,0.0768%
tz1Ysp9rnqoS2dGJvHVqiG3keJFZGt5Hnwrb,@skyenicolas,7,0.0768%
tz1YWQ7r5RGeP5S9emzkpHSYeeXduhCn4r2K,@MonitorRoomArt,7,0.0768%
tz1YzN4Ns4DMSYV9TcS2NyMuX9AfMFdS6CEh,@jenjustjen3,7,0.0768%
tz1ZhteLTqobRVCYsPj44oFfom5BJ2SdGxeE,@JohannesSimon8,7,0.0768%
tz28yhtLUowFtotXojTvkgCiiBQCDW8Mrq1L,@DolCreative,7,0.0768%
tz29DCRxNPk7vrJFGGpnsXExPsbx2xbgz8M1,@RareBreedsNFT,7,0.0768%
tz2BBVCfxfXYJXy24j1Gbq6okGYRbCjvwA25,,7,0.0768%
tz2CNGDksJFr21XKonJeD2uzJPcTmNfQBAKY,,7,0.0768%
tz2ENZEaCWY6j9jEnfjKVPkS7BzAP89RvWdM,@Mkriiis1st,7,0.0768%
tz2HwP1JKEjEy4H8RxPMkoHWuSzUWZsRSC3R,@LeithBA,7,0.0768%
tz2Jcg1PxT84cSmUp5VWV7LPkNpVtcPiAL63,@duOcelot,7,0.0768%
tz2L3KjqXf8ZtvFz6TY2qxUzBxrYyeGCbugM,,7,0.0768%
tz2RpzwJvg4JKLqoahq5TgDSjSBRdWH3YX4o,,7,0.0768%
tz2S8xbSkYZ2pnFhiRvC2cVapErz75rNfkWo,,7,0.0768%
tz2Sj1asuMEYxmgNubyaULEb8DtUsvF2BbG5,,7,0.0768%
tz2TFkmqh1L66hWvnq6MBaTtxrLmfgY8coYM,,7,0.0768%
tz2TZcQvh6Y7qpeV8SLVv2R7ya867V53KmBo,,7,0.0768%
tz2TzW5tR531iMhWagkdNXvfp49bDMNqGLJd,@adii_arun,7,0.0768%
tz2VQcbgsBBkYeGVmGtNVCkasDZwsaQZuiNW,@whoiscavenaghi,7,0.0768%
tz2WesdvwXjyiTVfhkUtdKxiMWZJksMCBabY,@zpielmann,7,0.0768%
tz2XNGTHVzY4PhKJTA1W5L9ritCrkdmLPQth,@Aonaranachd,7,0.0768%
tz2XUK8kztTM554Kzd3cCgSMYdo1DJG5mn1a,@lenzfliker,7,0.0768%
tz1akUoz3FLw8vLcBmb9vgo7adubVZbRftLx,,6,0.0659%
tz1bie4qAmN9VnwM9zZ83bRJLxenvLz9DCiw,,6,0.0659%
tz1c2SXRKpFpNBPmUysiHgd3UqKvUjLaSDQ2,,6,0.0659%
tz1cHivx9cBWDmCiav1Sp95G1B4EK4uPeMCa,,6,0.0659%
tz1cwWy1DPNcd5imGficjrMQv184rHeW1Qh5,,6,0.0659%
tz1d6A2NDBumghUVupFKSh8FwaY4hfG7nYBj,@artnikoloz,6,0.0659%
tz1eyBs1AtFFHRpR7FkWS87W9mbzHGA2mJZP,,6,0.0659%
tz1fCHiWZ3ReGqvhxkMejVzcnXYz1rnsJpow,,6,0.0659%
tz1gksZ2zXdYRPAkAuMPmRPcRKGnzTy83LFt,,6,0.0659%
tz1hDNg5hNuWx9kMcw5e4YngbxXiVTrjp9FC,,6,0.0659%
tz1hgG8kCZgJLHnFKXPWd3htv5d6pzJFDmpu,,6,0.0659%
tz1hnawLy72AzdB42iC6AkPoJTCXbCJKBKuU,,6,0.0659%
tz1iP3M4veaSHkMkxYyiEAqe15H6XdDeGT7z,@BroncosCrypto,6,0.0659%
tz1iRgkhDr1ZePoPuMNNUUNUEzGzMczBurxw,@abstra_HEN,6,0.0659%
tz1LmWw7wDkPLP4hCgXPU6CRaDDvnhLj4fLT,,6,0.0659%
tz1MjNtnX6vUusRRtkShgj9rjft6CH5qM1UF,,6,0.0659%
tz1PqjoLXo7rc6pZSGgEsQHvLBUkSBMEQuA5,,6,0.0659%
tz1R8fiBKbQEy2CRK3pBdBDVNcAQze5b7n9G,,6,0.0659%
tz1Sh8HMRjbUrGUijaGrDtag8BifkChrXaKp,,6,0.0659%
tz1TwhWjP9Z3YakJTsZ7vXyrmGLP2jdsq974,@CrypticSuper,6,0.0659%
tz1UAYfFWmaTrQTYMptaGCw6LrXK5Yv84VnQ,,6,0.0659%
tz1VjaaBTjSEywNDdtHyQsdPKquDxKMwkmWp,@clintfulkerson,6,0.0659%
tz1VM4G2AWMBPU1krcqpLupH91Nka2vwS7Mu,@OoakosiM,6,0.0659%
tz1WzkAkhnpqjXiD8SyPyLJHAEeRKGGzgB8P,@AlexBor73319398,6,0.0659%
tz1Xt6tuKvbxgUZ1dW5wkypPtpTrNepQWjny,,6,0.0659%
tz1Y64BZJuFV4t9E6pouNec8YLzJUi9kgFEi,,6,0.0659%
tz1ZEoCxEKW6fPZv8LZrpu2N6DBZcCCqMS6v,@AndreFvchs,6,0.0659%
tz1ZqWq4SAYME47NgZnF7iWN933tky1k5KrL,,6,0.0659%
tz1ZTREz5odePEKWXJujkfGEtdQvgt5651zx,@j_u_s__ti_n,6,0.0659%
tz2K1wQ1E1ikDqHjgQyERwrba7X9ZA4t9SHS,,6,0.0659%
tz2TCUMkFPi3Q8abPzzp79og9Sz9bQwvEezZ,,6,0.0659%
tz2UYLKTisJDAqAXTCn2u3EzMDHYMBr9JVb5,@indiedo,6,0.0659%
tz1bafXvnKt87p1yXPV3vvVpe6gyD7BCdjyh,@theartistjohn32,5,0.0549%
tz1dU8pHeKrDRegM2jp7VdCzkbju6paXkq2e,,5,0.0549%
tz1gbV6qJBCA9WTBoJfzuZCsAcRdVjdk31Cs,@derek_morash,5,0.0549%
tz1hm31gL4DXUeoaKsHCeWW91JFPrdBYgnnD,@sketchboi64,5,0.0549%
tz1iPNfw8Zv3w4GQ75Vu6vF1W9rvbSEJsoaJ,,5,0.0549%
tz1LbhKEDi4sRvLrbpvJ7YuY5P93AuAJunRy,@lilbridge,5,0.0549%
tz1Rbk8KFtGBxQA15wjM3AR8daQCVNo1YyAG,,5,0.0549%
tz1S2g8PKzwDkZmrMGpCU8TApYp2vt8fi8Vb,,5,0.0549%
tz1S5gqrxVSpRSvM6uLDeNKWU9U9qpVT8mox,,5,0.0549%
tz1TsHGGcE3hYi4omwSr9oeCpVbm8pyE78dd,@nicholasmir,5,0.0549%
tz1VcAGX1v4PnrxiaJWk6cUCVy5zFVbTVaiS,@LuanaMallorquin,5,0.0549%
tz1WDzb1u9f79oj2bXbgThJCi3wNFLA1Jtcz,@templeHAP,5,0.0549%
tz1WfSBV7yQgHXLwuyPYrA2wSp5dgcn9xjqX,,5,0.0549%
tz1WSc7L26aD14FtVC1ZjngUaUFNAxvChBqe,,5,0.0549%
tz1XrEk4giAGtSZ9BSYsgjrYvYdTq3FxaeZ6,,5,0.0549%
tz1YB4Zg8VZLDGs4nzH3LgJ5EQjZbtT4v8Vt,@FlutterChunks,5,0.0549%
tz1Z2oVuZabDojLbNT5hCg6r1i3JJcZMe3X5,,5,0.0549%
tz1ZdjR3JnLDgk7gDMWA64cLrKv5ujrSKF28,@THorsmeier,5,0.0549%
tz1ZR5JKcHzU8Xn5m3w3pMGHiYnHwQNPDkSm,,5,0.0549%
tz2931Tm49Xbw4DRac3pdhjW6aCzSa1hbk4y,@bouncymonad,5,0.0549%
tz2AXgMRkBn1auUKuh4KQy1PJquT6M6ZbwoR,,5,0.0549%
tz2Ji4xLx8mcVNgzZ324DA2uAjRPtz8nuLy8,,5,0.0549%
tz2JkRv4c9swhvFhxzhmsrGYP1T8JMtH3hWU,,5,0.0549%
tz2StnT3TwiU2znKx3gArJaNgnNUKpK1X6fg,,5,0.0549%
tz2VD9n4epuHvd1QH46iwBACyPnvHtUqAJG7,,5,0.0549%
tz2VvzbwcM5Cxm1cpP1NjBXFLiFomsH1KnaV,,5,0.0549%
tz1aGhJmvMniSVcSM1Xqag69DzgK9kPQr58R,@DRAGAOVERMELH10,4,0.0439%
tz1ax7LMe8JynXvdtPoaXZJJ233vWAS5ubTm,@nikkisiuhaiart,4,0.0439%
tz1bL5E6yLfTsaSCXQxfFmRbPjgE9eL4JH2p,,4,0.0439%
tz1fdSFQ7uuuiPw5hNiUCNvZAYXwRDCmX2fP,,4,0.0439%
tz1fHEJs6qSHaMy85RBxHVku2J7ovn2mMSf6,,4,0.0439%
tz1gMRKQWdhY5ZPUehpHofLswyL8Vexvfpbm,,4,0.0439%
tz1hkv5Dw13NoPKPmbrvx2Rs2tn7CANubSHL,,4,0.0439%
tz1hrrzF7ZFEhEcdRcK8f4ixvmt9Sd4gq9NT,,4,0.0439%
tz1hvfkpf7HbnE1Rroi7JbyegVjZzu97Yqw6,@nftbiker,4,0.0439%
tz1i7fDupvRU8AWoQgPtqJvKivXnyvuvTLYN,@lennyjpg,4,0.0439%
tz1LaqjdBZvJ2drBq8Zp9jF3HGhfqjHZm9Ny,@cabline1,4,0.0439%
tz1LHZF6D4aQVGKsx2o7jaqMq8wqEnmjkvGx,,4,0.0439%
tz1Mswoics6EJkkapgAn9aKsxsy8PsTChSHY,@never_clame,4,0.0439%
tz1Na7eAxDUHsmxEYLFVKheL37S2fPvuYLV6,,4,0.0439%
tz1PE5ZZo4iqa6DCUn2hU2KvY5euSffdRZvm,,4,0.0439%
tz1PR1P5Vmf5QHKzjWCbu2BMnkMH6DgZkdPH,,4,0.0439%
tz1Q2eekfg9ZAoxowc7YPeC14EfJLxbd1Sfw,,4,0.0439%
tz1Q6XEmctrzXhPMf3heNZgjukZHNxaSedeh,,4,0.0439%
tz1QwFb2oBLQAq9Xrey26FjSfsw6mUAGTJQQ,@desolineez,4,0.0439%
tz1R9f5osvh6a2xYNh5TWou1rR5NLa7YGFCQ,@rustandmoth3,4,0.0439%
tz1RGinQ574csDgqYRssFkmViwdnyinTuUDd,@muthmanifesto,4,0.0439%
tz1SBfYZ33H2svb4jh45KFnSpRuvMEkfgzHR,@acesun07,4,0.0439%
tz1SeV6vmY1nR6xuDPXRx1tWsrhqXCwmXL2j,@luisfraguada,4,0.0439%
tz1SGLEydAbC5ZqQY2NDPNFsFQ63w4XidaYk,@byronnextdoor,4,0.0439%
tz1SW7jwwbV9DBHewJAVkrADdmUYmnjyzsMF,,4,0.0439%
tz1TG9d5ACUTVsyASTP2yi412VbW8hf2HUV6,@dead_marcelo,4,0.0439%
tz1Tr9eMmkFoyDoeDmN8aB1vXD3jXS6WzmfZ,,4,0.0439%
tz1UDFDYRcKU2LXkvAVAz5cQ9mBLwmnbtvM4,@sashastiles,4,0.0439%
tz1UjHVejstEhcg7QCX6ge3MpKKYFSEFDFvG,,4,0.0439%
tz1UW4ay6FkQKTzK4fjajaTJbNoyyXypWEYJ,,4,0.0439%
tz1Vc6zJorVVR1tmLFd9W2ApRDmjRveFNeD8,,4,0.0439%
tz1VefkYoh6CkHAvHDRNJVVmvssfaUekw7BM,@landock2,4,0.0439%
tz1VWBWBN62KBuV1NxsbYYBSC4m4Cb52k1fG,@PenroseDeer,4,0.0439%
tz1VXYQDu52xwYP8kGm8hHYJG4tuHCnrsuxu,,4,0.0439%
tz1Y9HHJpZBQdm6xvf9C1nzQYKAU5kifqZLs,,4,0.0439%
tz1Yf87KmBxciyzAEwzW6VFtRV8mSZ6YrhNr,@jiwosophy,4,0.0439%
tz1ZfrBRYW5ELJxdi5aPxbouzDJpkug2arNw,,4,0.0439%
tz1ZK3KvF1WShsWL72Rhg915tdFfH44fXsHi,@Rodrigo50717359,4,0.0439%
tz29SJUXxkBNLb7vEqovtEbJ819G2FuPgAdd,,4,0.0439%
tz2L4t9S9LjpR2ca6B869siiKe2Ymp3aQ4gg,,4,0.0439%
tz2Pb12AvGrCgAYbHQoRc3R13F9QkEL1ZnoV,,4,0.0439%
tz1a323nusYfVqpnx22UThoHkSL875uY4TM6,,3,0.0329%
tz1a8pBqWvaZqmkbRweQ5YmTE8co7KAE9Auq,@igorok,3,0.0329%
tz1ainmc54XEvG83b5rfG3VAf16CTKFuSanw,,3,0.0329%
tz1argAW1QL7XRvQn853KRNGUMCkGSaQEbjR,,3,0.0329%
tz1aVzhX3gFAHKaqea7YaxXj65vG2hoTVEC3,,3,0.0329%
tz1b4D34XekDYaqiXraCKG31sWLgqThDzxc3,,3,0.0329%
tz1bEFJjDignqzezHoNok7Uw3YJJ8L2UEQnd,,3,0.0329%
tz1bpZNjxdgrUkMnGSiuBQduciHKLAFe41gM,,3,0.0329%
tz1bSeomxViYVFqk1Rb5jwAVUFkXjgoci2Jt,,3,0.0329%
tz1bTP9wmc9xwHycfc1PBaMLguSsM2fw4HkM,,3,0.0329%
tz1byziWpgo8JtHBjL8edmhBdcMwykj5o7wB,,3,0.0329%
tz1cALmpTf7EeeSBXHAX2rcnR4WAP8tSWkt6,@mumu_thestan,3,0.0329%
tz1cd8cN3qrphyJ3n337tcbCP2G5QkMP271b,@SoffnerRene,3,0.0329%
tz1cfDdk2HcAx68MsPdg3LdeMxeLsWgQ49DK,@Sumruv1,3,0.0329%
tz1d3YSjRXffjQPfjXTJZSFcjm36Hab2azDg,@chrisfollowsart,3,0.0329%
tz1d9MSKC28PenrsgC4R2ZFjWbXGSkDCekbo,,3,0.0329%
tz1dF16PzWVp7R9iVgyp1be9kojS8rUHS9MR,,3,0.0329%
tz1du6SaGKWENj1ZBumD4dh9gT7Ud4gJRETR,,3,0.0329%
tz1e9CKYy39AfeEPkVDtFxYGav5wHNawqdyg,@TheMetaFrog,3,0.0329%
tz1eSiZBQmT6LXCk2HYhZ4cBbvWZ7iCANL9Q,,3,0.0329%
tz1f81AeZfmVzCbVTgrnjopjvFahmdzW4tUv,,3,0.0329%
tz1faCW2i7rgnJ8oezaNVWuEHXp6BCunNCWJ,@ayenwhyay,3,0.0329%
tz1fH39wNA2gx9THBWGt3JCdFGbjJ35Kg8oX,,3,0.0329%
tz1fhMwbUtYBdJtGEZDSKPVaGqu1LCADSGNJ,,3,0.0329%
tz1fiVZ49LPVwQP8z5AuTe9gKdD2CagcLL9M,@nxpanin,3,0.0329%
tz1fix4myqrjzSTDkQ2tqfdEem1D9gd6AQLo,@photoshopabuse,3,0.0329%
tz1fnxDHaQE19EKnYFCCPrKfEpo9CSauZLva,@blxckcherryco,3,0.0329%
tz1ftoC3bbCYRg6DTTR3tzUT1bQWEZF4DVbK,,3,0.0329%
tz1fUqHZ7eFvnQPjxeWQ6HG84G2aj8ZdSBft,,3,0.0329%
tz1g1Eq6o1Nhj1HSKrzBphcHcEQWQiKQRiEa,,3,0.0329%
tz1gcrzMser9xm5tMmwbnCrz8hUnKNE9QEaz,,3,0.0329%
tz1gHkKBfNsmbX1UKb6TuaYoqePQuA5aaxFv,,3,0.0329%
tz1ghMM1kJVpSP2jjDorD5WE5wMBYRWuDZTs,@loweffortnfts,3,0.0329%
tz1gi6oobJHp9ZvUgW2p4WKHKysFdxEMQanB,@travisleroy,3,0.0329%
tz1giv7E3GFGptexJbFAiZA4Nsp59Xb6tSry,,3,0.0329%
