Address,Twitter,User Reward,Supply Percent
tz1gR7ZHdYvX8ME5C2hxwRLnYKuMfTSt6qXx,,3,0.0329%
tz1grbNcg6kzXA8ffWkL3SB5GLt4ij3xjFqp,,3,0.0329%
tz1grQ1w4NQ8kjGraTnBAhZMr2jAYVc2AgR4,,3,0.0329%
tz1gWf9tis5tF11W4e5Vd3uD4sGuUkG6fGnn,@matheussiq8,3,0.0329%
tz1gWoaxExe3rPNkSJvjqWK3hNpk8yRzVdfD,,3,0.0329%
tz1gZaUBAZRDkqhFwwRz6uZBHFzNjkDv9ZeP,@ENICOLL,3,0.0329%
tz1h3VMf6G4w9rW5SPV1EF7DJHm9nd3tiTVF,,3,0.0329%
tz1hjGTqC3MZcw9R56FXBpNqQWzeEa7psf7K,,3,0.0329%
tz1hpCVZt6Xm4HxH1vyrQdzHYtF531m4rnPU,,3,0.0329%
tz1hVUGoMt9USaTZ5itnHpSa6m35nrG2Xez3,,3,0.0329%
tz1hyHNKGP11ktZqhfi6P3g1KTtUkeKp9rHG,,3,0.0329%
tz1i5KBdBxCqMXt6sygw8fCag2tnw6jZsadg,@hicetpunk,3,0.0329%
tz1i7iw7TLERR3EPNKPzQxLTrpp4nqpqGk5f,@edsonpavoni,3,0.0329%
tz1i7umEXo9U2jNewjUmKuNeoKpJLXxrZ38v,@bitvargen,3,0.0329%
tz1iBWPrDqshpibjm2Fgqvf3mfja5Ev8t4gd,,3,0.0329%
tz1iGzCy3wj3QxEVdVkgrwNNd9yzBT9QvEKq,,3,0.0329%
tz1ijdCnmuGSZStq5JnwLWTvFWgiz1CkVBFr,,3,0.0329%
tz1ivPazCcMa38ZPE3vwewietTzLeYTWau2Z,@zeroconstraints,3,0.0329%
tz1KhLcPv1Ap8ecN5X2E4ph7ARsesYDo2FuE,,3,0.0329%
tz1KrBYWqGriNsu7suyme2xvDZrgZFs9ERJh,@TheWorldOfMalo,3,0.0329%
tz1KvyACq9emYkpEYhXJLvY4vC1EWXxHxpis,@PixelPlanet11,3,0.0329%
tz1L28qvaAU3CmZViWVjnRzAh83gUNZQPsTF,@mal_levy,3,0.0329%
tz1L9NCY7pa9hJJ6wPAdDTarJt5kSSvteGwB,,3,0.0329%
tz1LqA97mkMJWcu5iSrkNA5MzTxyyLkZH5ca,,3,0.0329%
tz1Lsqor1SH7NJjfNaFpCP6emHX1BeEzBMHu,,3,0.0329%
tz1LW1j7oUGtQAJ51Eq9aYcz82xWvy25BSsQ,@krup_d,3,0.0329%
tz1LxHgNh9nhevHx1je5enGhiHJmbFq14efE,,3,0.0329%
tz1Lyggfu3ywMUndoMMkySBFMhmVAbQepF1m,,3,0.0329%
tz1LyWFESiCnbNmbspmsJwq5Rv2ypYf5NTvq,,3,0.0329%
tz1MiouwFnmidkyQfWJhn4LfQjU8WtaVkXBz,,3,0.0329%
tz1MM6HSjjbU23egXPuvxunWPJwYu7p3sZmT,@Novagraphix,3,0.0329%
tz1MmMnFt7SSrpityRu22E7KTUeKi1VokJgv,@ozlem_olcer,3,0.0329%
tz1MQTKJHKrnMKzQjnhaWyzwXhbURbjfgGtg,,3,0.0329%
tz1MZbQqqmQKQADtJrPM7dakTRrSy8xVoVkY,,3,0.0329%
tz1N1fwuhSPfSu4Ra3LMBZEeKChzDqNihije,,3,0.0329%
tz1N4o4ii81tn526c6kgVGZNwAUGTt6AJ5sN,,3,0.0329%
tz1N9TEC8EPtmpKjj739NEPTS5pYdrZMvoby,,3,0.0329%
tz1NaStFi2in6igeYJJZ69hLsjt5UKUHdhmH,,3,0.0329%
tz1Nbgg46KKQVGt2itPZYARPfcgRQq11HSTp,,3,0.0329%
tz1NcXbPG9UP3TEXrpJQrd4qX831U6PcZbAM,@fabiopalvelli,3,0.0329%
tz1NkDtLboBk6gYG2jUyLmKcQHxzDDiSU3Kn,@Yuri_jki_i,3,0.0329%
tz1NYH86H2aVLnQpyKcCEKm14s5mzhMgFEP5,@nighthawk_nfts,3,0.0329%
tz1P7uJL88DJxALqTYEZ8uQmQLHAGS4uq49r,,3,0.0329%
tz1PFRr5kavVeDsCXJvRUyPwNdnALuGLzjeG,,3,0.0329%
tz1PhaHrXPYLPrSaHznmyZ5RcwgMmdU9QM7R,@0xSubEk,3,0.0329%
tz1PPE4uP44WQGnQMstPdayMrYWv883iFGLE,@hansup,3,0.0329%
tz1PRgmHUNpgJhJeDV6xNeyUtippEvsSpLeX,@M4MM0TH,3,0.0329%
tz1Ps7E3jACNzxLNDM9nm7nUieuJjZWybP26,,3,0.0329%
tz1PtgGQJCFmTfy4xRks9ib7hyuvuVPg4jHQ,@msmyr,3,0.0329%
tz1PX4eLDyuX8aQkCd1hFLxDQDSnmfEzeyTc,,3,0.0329%
tz1QDunNSnWrqwCc78TqzHP86BMNXq1P7Jxb,,3,0.0329%
tz1QEqUQV5cL2MvTuxW3fuV4HDWxiivFfjV4,,3,0.0329%
tz1Qjn91AB8VHJCjC5FZx89sqAmEYiKnPSWM,,3,0.0329%
tz1QV3XHfNQABD9YVEYxoBCdrEPBjon2rJSi,,3,0.0329%
tz1QXXZA4tgdu1UTCLm2cu96mm15vzCTEtF4,,3,0.0329%
tz1R4uF76LxT9sDG2VvhUZoW8qJ6egUL5bCA,,3,0.0329%
tz1RAP1j8SjwT587jyccTNArBFhC9HhGKfHq,@glryxyz,3,0.0329%
tz1RoSufwpFcSSJB4JFSohvBnQbNWzBkqM9q,@gluecksbazillus,3,0.0329%
tz1S9qs1qpieRqBd2o5xD9Uh6dfvimNTxQXb,,3,0.0329%
tz1ScnxV6dRwQ3rDM8eTs6Gn7isnHHx4bk1r,@msurguy,3,0.0329%
tz1SDAY9a7cCe56iY2gYrtSECTWVXVecwG6H,@ishacbertran,3,0.0329%
tz1SGcZt2pbznPhLT8oswUx1UwthMcG3Msdm,,3,0.0329%
tz1SGUf8ydzPXduy2eMjr6UnB3b9bJVF9Vde,,3,0.0329%
tz1St1XzuLsK5j4uXYYeqbrfAWnwMxgm27Dw,,3,0.0329%
tz1TMFMZbYdrMKwz9D2eKEKa2kUpUAYutAwX,,3,0.0329%
tz1Tuf6zhyZ4xB5jaAnuKE7FNkQjsDArzFXC,,3,0.0329%
tz1U6ZzADx56yhA46YJU25A7Dx8SnviegRGg,@figureframe,3,0.0329%
tz1U72EG4beo6ZztyheWMQ4tKR2EqjPYTBoq,@zenaranya,3,0.0329%
tz1U9KKcFDdwHViFToPNhfWRHCvkadAND8rb,,3,0.0329%
tz1UB1FNwjuuMt4UppgAF2t8XExZ6bj68nwf,@BruceHolmer,3,0.0329%
tz1UFwr89hcJvC4sNCYK7zSLcaD4JW2KkNYD,@BrokkenMakers,3,0.0329%
tz1VuYcVdJbt1QQWnkFugLETsSUdmdYuEV4w,,3,0.0329%
tz1Vz6ZrQUUmJSBqsr8L4xcQxsyBzQ6S214i,,3,0.0329%
tz1W9ThvCcY7BDtEiSvdBuKPWuD9K8W89noh,@CraigSmithArt1,3,0.0329%
tz1Wcji2P83mGaksCEXJDEoaxRFfnXrnw7bn,@prettybadcrypto,3,0.0329%
tz1WDJV8EC2WRegrn2W6A68RmZLyfZP8tzwJ,@erikswahn,3,0.0329%
tz1WxFjVRimwvM1szJ7cURftVGRLHTTHuxjm,,3,0.0329%
tz1X1ZGcEHn57qnTi3YmAZ2LF5XwZm7qQPwT,,3,0.0329%
tz1X5udSZNqkvfxUNjdsytWqWfNDNES5d4vi,,3,0.0329%
tz1X7MkF4YgW487SwdWhhEtyVSLhDmZTer11,@Voltaine1,3,0.0329%
tz1X9AG2jfCLoNdZY6wiHiyn6BLjJgS4VStJ,@bullymeow,3,0.0329%
tz1XcWLaTS358PXn9ABVswTmyCZFMvGeSvpY,,3,0.0329%
tz1XczKdbZ9YnYbTrnDHGbiTLwNKCt14C328,,3,0.0329%
tz1XEJFTcKBmQrQHgAEsQ4UUWfk1FMnG5SeA,@thiagodini,3,0.0329%
tz1Xf8YtZaj3dgDYF8T3Xc8mMt9KyKowuPns,,3,0.0329%
tz1XiiTWAVzGk9Sq7hDmbpdZVCopubFmkY8F,,3,0.0329%
tz1XKgmxm6ZjADecBmaoL7TyRPvXiwoBzok8,@punk7635,3,0.0329%
tz1XrHZW3EzX6ZVfKV56zWBYY8wv2ycqHQps,,3,0.0329%
tz1XwcnHXatm41UwLiCH93gJsrefLNfQEYe6,@fotochad,3,0.0329%
tz1Xx1KnngqcdWXxjaWHknEgWVcGLgStfTqv,,3,0.0329%
tz1YhgsJsoyC5TPLFmbaNgWWNyYAavd9SLJh,@TheUnknownNFT,3,0.0329%
tz1YJ2QxEibZvgE6Hvgy6AL6mDWt2bR8tqkX,@mangiamaniacal,3,0.0329%
tz1YkiLmXXpTfGkUYTD97p3ttK3tjD7oJn51,@kaya45816520,3,0.0329%
tz1YStxaufuHpfiNJDZSeFuy5n4nZ7nBCeYS,,3,0.0329%
tz1Z7QyYBJBgoHHiVXUXqGxX2rGYB7KMD775,,3,0.0329%
tz1ZdMfzmWLb8mu22jE7rZ8Y3t9iKezM68cq,@koshino,3,0.0329%
tz1ZLdssHoFmvCMBcPA4egvUidMgY3FHi1pe,@Baimtje,3,0.0329%
tz1ZpPdoFoPvCWKDX74GYt6DKJzGgnGjts2F,@shebookie,3,0.0329%
tz1ZsNvZKUveN7FjRhMHTm9NiAUNAmrwdFKV,@mimeartist,3,0.0329%
tz1ZYsJxgBXaBAz59a7tXsvAChTbqPBStxYn,,3,0.0329%
tz1ZzZmioy5Ej3kpsec2rMz1temewbt1UcSz,@DonKarlssonSan,3,0.0329%
tz28bm6XBaWD5oz171jQE1HjWmMjRz9jDhv7,@_ufffd,3,0.0329%
tz295DY5VV8k1tu13xUkiRfqFucDRX8i8ZEW,,3,0.0329%
tz2AjzHuPvMGEwLN2TjF79U51Ao64YS7EdpU,,3,0.0329%
tz2Dmeg3NFMuKNBuw2XWufro5tnxuf37ukxB,@wgeary,3,0.0329%
tz2KfQNGuw9dRtpQYt2CMd947nxSbQDG6766,,3,0.0329%
tz2KKNQKxfnH9BDkWaRWaumUdnN2F8J5dxHe,@Waxhead5,3,0.0329%
tz2LuYAUynx5CTGqtZ7WDcx4HwPi1zsYMBU8,,3,0.0329%
tz2LXbRhJdbHCsG5S6BydPLFg3YFTaGmG69S,,3,0.0329%
tz2M3yNKfjHH8y8whX6xTz9MKAPUsGP6wLoH,@jimfetterley,3,0.0329%
tz2NYQ2Mm7dYVmuQ8eFZfhc7Md2gf9L1Nq2Q,,3,0.0329%
tz2PWAd3iZdtsTKP3b52vmzNwCQ9PYBRDnQr,,3,0.0329%
tz2Q4pBgigg5xaR5mNicsz3WWzygYmLRCovn,,3,0.0329%
tz2SrhnUDRswmERxELqWsUWFXRgZ6Ytf8RZ2,@abidaker,3,0.0329%
tz2WDNLcFJpWUtvdMhRQy3d8zv9TcjjDjnUV,@chankfonts,3,0.0329%
tz2WmpANQqHdJ1rKcaDgPpJpGbh9GddkfGfK,@_pierpaolo,3,0.0329%
tz2XcBoGcKLQAuwrp9rjK5Q6RS1hazjQh7ys,,3,0.0329%
tz1a1fvCm7bnzgVpMPetpK98S9TBxu7A3WMq,,2,0.0220%
tz1aDxxGKzBtjcHuYVUEf9BdJXbULZpHbK4B,@exoNFT,2,0.0220%
tz1afbC7jB5xf7yLVatx1cnbPdAbtEBU7XUw,@atanenhaus,2,0.0220%
tz1aM5EVjRJfK3TRzWA3TJh5gdu3wivroGsk,@gvb0digital,2,0.0220%
tz1apUYktkJeSN2bbgfadzmFSK8Sgpqm2eh1,@Mumpet7,2,0.0220%
tz1aQNHKYvXiZkPRkYvm5qqbN5AKWbGt6sCf,@aComputerWizard,2,0.0220%
tz1art8z8LXimWdV44CQiXCnMYk6EwFFZsyv,@__earthbound__,2,0.0220%
tz1atWGSKRQ5tKY8RAhm4he5bbaemTDmsvBW,,2,0.0220%
tz1aVgxdSRcHZZK9BSmEPHjMA6eM7dsiboN5,,2,0.0220%
tz1aXpmExefGTPY8Zw8WtaLyKK7AzdsvbZw2,,2,0.0220%
tz1bAET2fB4KKwmEr3nLrDr96vune7oVX1HG,,2,0.0220%
tz1bCWeQnSvDe2v4riQxkXw8NXP6sna3VJCJ,@lmlcapital_,2,0.0220%
tz1bJwj5KBMc3UFk3ijykA9c1sGDmw4FEy24,@radomski_alex,2,0.0220%
tz1bviCRHPqLShdcqVk6daoafuiZSxmv3prh,,2,0.0220%
tz1bvwUDJiwDPhdvf73naRdw7c8GigQ5dtE5,,2,0.0220%
tz1c6z3Ea3p3BMFNyQJvd58kTTWDx4TsWBHN,@nodwaynenogain,2,0.0220%
tz1cDCf4DbaeP2MNLAbCUpu1PXhrKtJiAcra,,2,0.0220%
tz1ckBcq33SgoXJVBNRzjUDVkF1Scmi2Kp29,@MediciVault,2,0.0220%
tz1ct2AEAidGs17amu6n8U3CCzma7asdrNjE,,2,0.0220%
tz1cuNXYZMSBf8jDiNyVkSLPuWtwCxP37Q67,@arnokiss,2,0.0220%
tz1cwZEwEQrPJk3Cq9rVmai21JUkr3ZCDkqt,@BillionNft,2,0.0220%
tz1cXX3Laiif9Ek2SWjsi4fHB1SkYBHcafFg,,2,0.0220%
tz1de6XuKNJBaRQy2PCzgnSQUGa6zTz8oHkF,,2,0.0220%
tz1dfC8XGF769JAPc3Uw4rRXHnUep86H3W8s,@simonemonte,2,0.0220%
tz1dfWiYpneQsga8iUTk8duUAdtSQoN6fvKi,@dinomontez,2,0.0220%
tz1dL961LsH9Gg7fVVt2QcyA3MfgFjosQYxp,@drew_y_art,2,0.0220%
tz1dM5iChibQW962yVoVrn45EDVkrwpo2E42,@0xhansondex,2,0.0220%
tz1dmn3QEzmVwtuf72B1bhsuA9uL8NYoRwxq,,2,0.0220%
tz1dTFzkJRwAssoQ53WSU5DRzNQf547d8UrR,,2,0.0220%
tz1dz9yFGHQR4vQuJMFevge8AWCBkAf4bFs5,@jims_eth,2,0.0220%
tz1eeA5WGwoE5b9yBJRbHf3fpstQwURb4ebm,,2,0.0220%
tz1epFxkqhGzUVMVk4L1SD9WmJfvSfV2GyCD,,2,0.0220%
tz1esh9qUDaKJqg5NcyHkHJW2Bv644uMKi2r,,2,0.0220%
tz1ett63LC7Rqv1VTrper3NbETHannTp8xGD,,2,0.0220%
tz1eY164t6gvczR9M12jSWoZwT6xNxdu1Q6D,,2,0.0220%
tz1fGCaSEF4SBPzcDoAC3PmbCL7pewYqi7F2,@dantappersound,2,0.0220%
tz1fK9X7NzQMbhCc5xii3LFYRxM7WdFquZYB,@arthur_xlc,2,0.0220%
tz1fne8nhZuSRgzaQPyaomKQcFRfthyicBQc,@onthelosthiway,2,0.0220%
tz1fwo8fjkr6vTDzmN5iqTuvRpGqYnvGbCJm,,2,0.0220%
tz1fXcyugtuDQt7yMqHKNPcBkG9s1PqkqTCY,@MysterDoubleU,2,0.0220%
tz1fyAVLtX5CJvEaBo6wgiAZPW42Thhwy5Z9,@theAngieTaylor,2,0.0220%
tz1g8tWPsKAJLzeKEof74Rvnr3gpXe1iuHUV,@knowstatic,2,0.0220%
tz1g9vC9bmudDH92izMJ5estmpbkxGLDn9bv,,2,0.0220%
tz1gbTB8MUY1kzWwWYXvqBJngU4t2SxZ4Q6h,,2,0.0220%
tz1gCkCMRk8o5Qs2yZ6d38zaLgRJkYCpsz5L,,2,0.0220%
tz1gDtrdr3KnuduuYvPMXsyfnnEW3751Yvtk,@poltergeistnft,2,0.0220%
tz1ghM6MacK51XfRkKLfr6PoJHVo9pQEwpPy,,2,0.0220%
tz1gi68wGST7UtzkNpnnc354mpqCcVNQVcSw,@somaticbits,2,0.0220%
tz1gj6UC2P8yMjwKVHNZKmjNHUrivPqnY2cV,,2,0.0220%
tz1gk2ASir8gLUgpsprGKUM8eFxQrLc1tuS1,,2,0.0220%
tz1gLHXnrTxL3LihtZ9jmTQhkmBv5xGid15T,@rare_force1,2,0.0220%
tz1gMHPbKYYo5bU9Z4Zsaj9HzPUENAn9CXMC,,2,0.0220%
tz1gq2v7czvtT9VZVMMdTWMBuAGrssmYieoU,,2,0.0220%
tz1gS1QkENJNKdP3azavMtUizz2WkggYFTfD,@MJWARG,2,0.0220%
tz1gTe4K4QxKrxK4WvgVq4ypJkf9GqqGFvZB,@behkhengaik,2,0.0220%
tz1gTkKspiGdS3cPMjhn1WpDK8JrTnuojEFB,,2,0.0220%
tz1gXnzgN5RCJHfeb6MBe7a9EqbykDBVn6Nw,,2,0.0220%
tz1h7BrSLrSUEGN8UJDj7xujxbXn91oorDzf,,2,0.0220%
tz1hg52q1FMop4dQN7iaESro61xDh9Vwts9b,,2,0.0220%
tz1hhMoZNTsVpC4srX7ApPjC4t1nZJHxSdXR,,2,0.0220%
tz1hmpFXWkxEVpv3U3Xjbzt5eXqZbMqSYjgr,,2,0.0220%
tz1huXKdD1pzLumFbMzAEDBp3zZxug5Ud1jD,@reaxisstudio,2,0.0220%
tz1hUyqhyNXYFmCDkVKz2RWn1mfpHwiwCezE,,2,0.0220%
tz1hXx6tvTV3kzxpBR6E4hDYcxdgcRGHUTFj,@gorillasu,2,0.0220%
tz1hyL48Gc3BGEsg18picudUX6vBFhNHJsyj,@aulerius2,2,0.0220%
tz1hzFpuxrUFBcMcbgJhVb5Q2exhFnudLjFP,@JYD_0001,2,0.0220%
tz1i5uekB9LeMyJFZKbMD4PkKwSJHpcXVrBJ,@Flygohr,2,0.0220%
tz1i8ARpnBgkAsLnNjDEQnFmEbvYzcurxFWh,@Pequelord,2,0.0220%
tz1iAZpoSAtF6NmNrBNWqQ6Rm9y3yZaZga4P,@ffragoso,2,0.0220%
tz1iCi9BdMEE36L8DjaD9dQjwqLnXFALHXeZ,,2,0.0220%
tz1iDe7qiukMecuB6Kpq8ctc1XbF7w9vXisz,,2,0.0220%
tz1idFEncPpXXmpMUqw8ip2vSVaxqR7aNjh7,@kitschita,2,0.0220%
tz1ij6di5DtvDBMdsqnmy8xber9wfmdy8opU,,2,0.0220%
tz1iPUundgdWbzUGffyTYDWbna7Te8DkjBZ3,,2,0.0220%
tz1iqm4i9DuZx1dMencNJZNMYmkzXxjBVvpx,@apanamanya,2,0.0220%
tz1KgzP46kFAohMo8NHXkFU7STZDkAv8LVYq,@rcvittt,2,0.0220%
tz1KjuVj6gJXmUeTVz2GyThsGMVSvhMZY3UZ,@kerimsafa,2,0.0220%
tz1Kmxn1dW5uYMwNHZya6b2rJdTMSc7ShkJm,,2,0.0220%
tz1KpzYgTTsE3xqiYbgDJcWmxLaNKD9MvXdb,@aurecevettier,2,0.0220%
tz1KvwLunHGvd6YEVLani1jsNKfe3n9Ns4qE,@taramaucu,2,0.0220%
tz1L4Fs5iFTqRoNHe4pwRyv9YKXan15X48cJ,@augustgaukstad,2,0.0220%
tz1LCcpy8MKtdu9bKeviDtcVwt5vnkBsXuS2,@hweihsuan,2,0.0220%
tz1LEXDjKSYEDpUKX59WgZgaHErWuhXoNtik,,2,0.0220%
tz1LgPmHc86Z1XoYC61LmCAUiZmsiPsHVrKS,,2,0.0220%
tz1LgXKPP6gCezuXAaWYRNo3tnG6hs4TP8KG,,2,0.0220%
tz1LHUdjqTGVigZoSSvq8CZpbeP1mTTYNmLk,,2,0.0220%
tz1LKpeN8ZSSFNyTWiBNaE4u4sjaq7J1Vz2z,@marchingsquare,2,0.0220%
tz1LKxTMyHcVYUogzAE1oTCBsFLmVS26L5Ub,,2,0.0220%
tz1LxpmmLx2eJqKAeJRFqrMceedGyuF1mYRr,,2,0.0220%
tz1LYRj8BgYJgj23kAAchWMZrBu4Sy4P9Xe3,,2,0.0220%
tz1LzEAbVnTfxhKuVdVSTqKAmzMdjc9QYjXV,,2,0.0220%
tz1M2r6qDpRoHKXm9Fv11z6bJPXQgMrVBwmw,@guidodisalle,2,0.0220%
tz1M3xMAXrhernLWC1NJk7uiUsVEPMFaC75o,@dh__dez,2,0.0220%
tz1M8gFJpXPs3VwWD5GL98b5mXB3fdVTZZwX,,2,0.0220%
tz1Mb2egfCsfECxSMKJrhrd8QrWHgi3aCGkf,,2,0.0220%
tz1Mc1eC61daN2TQCZQCWE3Y9ypdHWcxva7H,,2,0.0220%
tz1MCaehYRvrhPWv7HiCYQKyi9WDXbAUZkwv,,2,0.0220%
tz1Me77NWVevASUjQGdKfnvuGpgsRCxL9Vp5,@sanegenre,2,0.0220%
tz1MgEM28Ch8Ef1sjg81mQAHwoLyBQumUSW5,,2,0.0220%
tz1MhduXW5H1gkkomxwXnd8BVyUtSrjgKJ7B,@cma3,2,0.0220%
tz1Mhfv3Lrnbga9t6AuNHer3nfh56cEEdJY5,,2,0.0220%
tz1MhMUUftjYfSU4rppTp76wdmuxXmvRxgZt,,2,0.0220%
tz1MhXSq5Tcvw6sftvkLADy7VYUViavxZYMb,@_stefj_,2,0.0220%
tz1MJffWuJNHQdedGvwhiiBYPgbZSywvbbJE,@michaeldifeo,2,0.0220%
tz1MkkpPhftngpySDeTAyPtTyKV9GaqiNesa,,2,0.0220%
tz1MPaSpY8xmP2DRM3LxnAdZw7386F92rqLC,@bakimages,2,0.0220%
tz1MqSihmFMUS3qAmWPhdQWhzrhJJSBMaVCB,,2,0.0220%
tz1MrfUXBCvxcqhJzU973PBRobAXAKMo9eyA,@cstats1,2,0.0220%
tz1MT9A2Fhs6PwsUXtYgVUxGNxHeuHX93sr8,,2,0.0220%
tz1N55zjQBpgKZZe7R63MHjZ3cuvA6utFJc3,@NFT_Bay,2,0.0220%
tz1NcMLkFhHGnfCch4GX5nSGJ6pY7797iofp,@yluztra,2,0.0220%
tz1NERRenbv7xRZqB6qGDfaLaxTW4jHNH442,@VirtualArtista,2,0.0220%
tz1NKfXXgPYmBGfbYAGozsiYzQyxCVi4hKTA,@h123_777h,2,0.0220%
tz1NmVrqs8XkHN3pUhsLUBtin7RxroCWVJ5W,@jczobele,2,0.0220%
tz1Nn3Wb7rtmyBpUHdGnrwYDYa6jy9RPRwZK,@mauriciomessa,2,0.0220%
tz1NQWFFhVCiz9Kdc5XFEJrf7LoAuFMZjp1f,@bitcoinrandy1,2,0.0220%
tz1NWhC4D3Vm35ziKjpuyvC4ip7ffPp827ME,@andacworks,2,0.0220%
tz1NX8istbRagRgdRZejERyXpjDHp2CFFwdb,@g1ft3d_,2,0.0220%
tz1NyERyFfELy8YQkv928KaEU5dtJcuxf6E9,,2,0.0220%
tz1NzZB8EdvW5Uppth48tbajc77Uk3iXTmkg,@PacoHardt,2,0.0220%
tz1PbWz794azaqA5E9q3umXi7Nqv9czSWq7d,@jfizzo21,2,0.0220%
tz1PBZtYaS2LYCKXhgxH1FLim2YhHjw5m8m3,@antoniofailache,2,0.0220%
tz1PE2AB3CNUXdvKqEE7Z4CKTfd7NJyMz9Qj,,2,0.0220%
tz1PfmybMSbz9ouHZFbaxzpwK2qDSVxnuVhH,@cremonski,2,0.0220%
tz1PiWB4zkb2WdDB3fLGmKiVMdTJ1gK2hCba,@grumpyapes,2,0.0220%
tz1PMwsbeq2CSLmKaPpNET6W6yfh3FFScQ9n,,2,0.0220%
tz1PqPDcTYszaCqEXp8CDcAb5JYGFRMMu8X1,@cris_o_,2,0.0220%
tz1Pw24gCJfukqQrPjHCFx3s1oaZGyHsB4H4,@marlus,2,0.0220%
tz1Q3Wo4rimSaLBWnShkpqLZLJVjnKUXwVYd,@secretlyaveryf1,2,0.0220%
tz1Q4r6CMMNRvvQBZUFU5za4aTFZpC43rX8G,@sandromiccoli,2,0.0220%
tz1Q7eN4FpfgppfctRmBRHdqtpAgaAnZaxfu,,2,0.0220%
tz1QadXJPVHnQVfuVW6avJDVpE5MJX9rMEcS,,2,0.0220%
tz1QbeM6z3kWw3aNLs1uWvYc2vPYi1yRtyBv,@waynechu_art,2,0.0220%
tz1Qk9iPmypjoputbf6ttSLQ3QJy9ss1opyp,@InkedZoo,2,0.0220%
tz1QoWMj2S3q274rFkAtD7EybABHaPHd3Nxh,,2,0.0220%
tz1QPAWDqontEKTgYyHss62m7LiAQw8VX5sW,,2,0.0220%
tz1QRXxx7R8fAnCESAkDWzShRYkmPJnUztYU,@joshuasobel,2,0.0220%
tz1QTQ886pKWeqfJT8Uewgaw6tUvJP7VgB7a,@dinomontez,2,0.0220%
tz1QUgtPkZTsczKCmuTArg8naZSYEbaZotdL,@_cagritaskin,2,0.0220%
tz1QVBiT3NBoXgYAwMF4HZDZB7jyEfzn58Gc,,2,0.0220%
tz1R1dWA84zNgJzobDQ6pW2heJUom8n5ad3Q,,2,0.0220%
tz1R53ECSBpkmcXLtxJxvuvM7KoqETHimHRf,,2,0.0220%
tz1RiiwvVUbFDLyDLCJSHSY4arMadWqTBUuQ,,2,0.0220%
tz1Rrd6xcRqHYJ3pdtZmosUptCvjr5kPjbFX,@NeatVehicles,2,0.0220%
tz1RvDpXKZjWNVV8Hk432i7VozAZZb7zDuCu,,2,0.0220%
tz1S6hgVFV7frVPvsQa5S99QZB2VmUgQGJES,@marcelogandhi,2,0.0220%
tz1S8Lc2zGSDDVeHqn1BSYDz6tmkuBNSEAY4,@heliodorosantos,2,0.0220%
tz1S9bpHdTwnQegkQhdHueJ2uecWS2yay21b,,2,0.0220%
tz1SaTiskG8FBanxihs98aHD8HzmvzwDPZhR,,2,0.0220%
tz1SckgstpaKyQ8VHwcpKTGv6P8m4SHQ3LPt,@thistlepress,2,0.0220%
tz1SCvnfPCVcRwugvQVrvNToVuCEMwEr43um,@sweden2023,2,0.0220%
tz1Sept2VJnNA75EkNgELLbTWNihLiL5uPf3,,2,0.0220%
tz1SgWPsXPnbhFb3jnj5SofZsurah6ecfCzs,,2,0.0220%
tz1SJEeZviPzRSzHtZtPJwndZNk61PvdFfJD,@makeitrad1,2,0.0220%
tz1SjjKsKhvY1qHTrLgUs4NHy9v9AVnyB9yt,,2,0.0220%
tz1SkCtYzHxncoH8LCTALgtSzsMNnSaEc5oW,,2,0.0220%
tz1SMkvJvX5BWR9HKwnV5LYttySD4gTACGh2,@kriesel,2,0.0220%
tz1SmY4oqsPXaU2m95p2vpJs5reqCAQn5uQt,@needlesxneedles,2,0.0220%
tz1Sqik646RmWuuuHbvkf8Uykg8iKMkBTx5Y,@zatelliti,2,0.0220%
tz1SrXLr9LNMgkEFjm1VgWB2YU1WuvxLSwxT,@burlydesign,2,0.0220%
tz1SwdczgpJJtWqxdb4WrY8mMrZwXaiAy4bo,,2,0.0220%
tz1T15CWXjBAuHsiHgzzvb4mUN7dcw38ExQP,,2,0.0220%
tz1T2szcKMJSGHs3t5TD3u9VJVTkFjC5shWC,,2,0.0220%
tz1T8UJwCZF5W3gwQDFFzojTt6wo8GRe4TkM,,2,0.0220%
tz1TasK7XdzQJDwnnZt2usT32EAKDPk8wj4L,,2,0.0220%
tz1TbfHAvNjs2D52ejHuXRrH1iQxHWePwoAm,,2,0.0220%
tz1TeW2ZW2dDJtf5AdhjnesGWZ2urg5mTBxd,,2,0.0220%
tz1TGCx3HVBGefMMJZxnETt2zkK8JZ14i8oP,,2,0.0220%
tz1TGFer3chbrkNKHJK1Mv4XHi3oMAJoTCxA,@skybase,2,0.0220%
tz1TQ3Gi42BHwJvNCDLGFVXxYcn4p9AkrvRC,@fdoganis,2,0.0220%
tz1TSWEDs9wcBx2KiRzVzyzECsNpRiZaLJ1D,@wblut,2,0.0220%
tz1TtZmtxhiWc8Nv6AtC1YjVCtJoFjv4nTqL,@DehiscenceArt,2,0.0220%
tz1TyPUm3xXXybKAUCCkX67nXWoAiuHjHT7W,@dogacetinoglu,2,0.0220%
tz1U3mMCPB5zrnmPVyAY5PEWn5qNvykkUNYG,,2,0.0220%
tz1U42wqUjyZgz6Vgy9DHm28B2Ev9GTHetHK,,2,0.0220%
tz1UAQKaBVe97r8LHLmQGY258t3qcArazQJo,@noxlumina_,2,0.0220%
