Owner ID,Address,Twitter,User Reward,Supply Percent
345,tz1Mi9uWbMtU8XrDd7vMrvBy31CmMG9LHFov,@zxyra_art,7,0.0782%
346,tz1MnH2QpHzacWgM5MmR8Xxm3rPrN9cUY9rs,@bangisal,7,0.0782%
347,tz1MUKBZu61v9Xy38B3CJ2EgLnS6pESNmfMa,,7,0.0782%
348,tz1N4LRdZCNFGmxxfJL7V1mokNotSt8G3Jyn,@robob3ar,7,0.0782%
349,tz1NkvZdys5k4Z8Y9Vej8WPLaQVNJpHUdxJa,@Ro_mi_nd,7,0.0782%
350,tz1NuSrvLoy9UxeGtALPuKWDrFMq9JZ8aGW3,,7,0.0782%
351,tz1P2NVXLmHJkU11PH1E9XZfboTedUjEGyJN,@DigitalPercept4,7,0.0782%
352,tz1P4oKep93UMG3XGF9keH5aUfLqteatFr3k,,7,0.0782%
353,tz1P5Za1TUMsDejgzMM5iMNfHAxDUpPCHiwZ,@JoanieLemercier,7,0.0782%
354,tz1P8WXV91t5UZcDhiPxndgmRhTL7XQpms2V,,7,0.0782%
355,tz1PamLRivBaxR9w1MhsMshs2sT35zr3FafF,,7,0.0782%
356,tz1Peq8idTtxF3znLoTSRiFwfFZZzzmdNiGA,,7,0.0782%
357,tz1PgVDVv1pKgH4reCN4gBbEHTGq8qBFUdwB,,7,0.0782%
358,tz1PNgoubHE671F2BAyfUnSHg3ji1A4demFt,@Haustraliaer,7,0.0782%
359,tz1PQiHVEUrocwpWe7c1o4eJ4nnMzXFdDubS,,7,0.0782%
360,tz1PSoDcaD2Naaciir7jAAtAacoGrKNA4rQD,@0xSubEk,7,0.0782%
361,tz1Pu3K2be7aPawf2UCfTS2hkrhRckEi8TSQ,,7,0.0782%
362,tz1PYkCcWo6WRqGym585bRMLMq9jwwN2qSgH,@EchonStigmata,7,0.0782%
363,tz1PYVjdNTcb7i3vGjf3G2eKzG91rKyYmhGp,@bernizeck,7,0.0782%
364,tz1Q6cM24NQHADEU3C2pouiw6SAvrzGzp7r8,,7,0.0782%
365,tz1QagNVXSYWQB42DRpJQXS3CLeCnkf6rcRm,@frownpolice,7,0.0782%
366,tz1Qfospffawd5mQuW2tdnxVpmyJd5TYaKr8,@ludwig_lahi,7,0.0782%
367,tz1QfUs5txeak6RSBwFygYZXYmq77h6Petxo,,7,0.0782%
368,tz1QGCWjNpYmcS6T9qFGYSam25e36WeFUCK4,@NFTPROTECTOR,7,0.0782%
369,tz1QJ3FkMrJDJmWSsLYhzfct8cu3kupeeigy,@GMcrop00,7,0.0782%
370,tz1QRGuWFKq9Lqh7V4FxCRDoWCsPEgTW4f2M,,7,0.0782%
371,tz1QWFRpbN4rA8vABvxPAREtuffu6F1VKFTB,@shig_nft,7,0.0782%
372,tz1R2Wj1WNoRPekDAi2W7dQ3gjze7YEKpUoo,,7,0.0782%
373,tz1RaSWDEeNQfrrxpuMgQ1wUZi5Mdccvh9R9,,7,0.0782%
374,tz1RatjqzChccqPZJDYRtdSsdMBtgEXgLzh3,@shdweffects,7,0.0782%
375,tz1Rpez3wN9Vgp8yA9RFfdL5rBXQAiUJtvk6,,7,0.0782%
376,tz1RV8NPxcqv5HVUrj5TBaDJCj83BN9SLTrW,,7,0.0782%
377,tz1SmuHYdVbzhtbgeTeS9hgsax17cm1Q2GjH,@sizenewxyz,7,0.0782%
378,tz1SoKFcnJJpkihm8AEgCRGgNpefePEAnHQE,@urben,7,0.0782%
379,tz1SRtdDrVtx77SWDqrjQHrWRfN8XBk8h53j,@cr24ti7e,7,0.0782%
380,tz1Sw4mAU9N4HEUMa6j36HwjTCwLVFi7aPCc,,7,0.0782%
381,tz1SxszmgN6UcmqorTY9st1q5XPa5ZfnvdEb,,7,0.0782%
382,tz1T7QMkroV81qCCrwTzTfqbVEyE2f3w9ccg,@TezosCommunity,7,0.0782%
383,tz1Tguuqstpgd77A7uvnKEgoMcAfcEzTQaSm,@encapsuled_,7,0.0782%
384,tz1ThSL5No5A19sVsESSyuuWXywU8qhPuTDX,@DJ_24_Official,7,0.0782%
385,tz1TjWW3D9EpToafsvYcWEkvGCm2Jjfu3k99,@vadevagarin,7,0.0782%
386,tz1TYoNPUwDZbmAWCTqwL48iZoDUjuv3nyyH,,7,0.0782%
387,tz1U2jasnqBXjCMjcfEVY4i6ybSoq1PoLdxU,@MarioGruhn,7,0.0782%
388,tz1UcXyKMh5CB561T7KVVW5HsSfrRGj1DQmT,@csrsnt,7,0.0782%
389,tz1UE9CuEUncPFu7qfYpJnAe3T1jaZH5kQBg,,7,0.0782%
390,tz1UecX4DJJi8BGCmH4VtaypU52MddCpUD3j,,7,0.0782%
391,tz1UgFQxGkcZxXwEehcubn38Tsv2vefByKph,,7,0.0782%
392,tz1Up3Uyj6PR3AkdsaXouhhetS3VdaTkW2Ro,@annaxmalina,7,0.0782%
393,tz1UQSa7mYNT8BntyxkES1oBvPJr8vRYhmEZ,,7,0.0782%
394,tz1UXAsfFeufr6p2PafNr2oXNrTDSdtwwdgm,@TezosHunter,7,0.0782%
395,tz1UYA5h6JSabkdE5VaNL6P1r8cf211oMsCr,@StollVideo,7,0.0782%
396,tz1UZtPGDxECKtacDSKT1u5MCiYXJGHCFEeu,,7,0.0782%
397,tz1V84gmD8MsmLuCfT9M1LDaTjpJb4eAejvM,@visiophone_lab,7,0.0782%
398,tz1VaHSdEiNmp6u3dDzHRSY23BeU8F93BzbY,@diskettepark,7,0.0782%
399,tz1VCyMMhK5sZKWG73RmWk2poRUmKvcqLxhv,,7,0.0782%
400,tz1VDrHAnLxLH8JrWAKkZhJjyaqqR3qsbhUQ,@estelle_flores_,7,0.0782%
401,tz1VFqe7CFMFWPeeqFXCyWe33KcfDdXadDUm,@davecurry,7,0.0782%
402,tz1WBwAmtU2T8GHUrS2t613gL7PgXMSD49Jj,@FLAMINGODAO,7,0.0782%
403,tz1WDtMQdggPNJvQVvVBSS8cHTKy1aLLWBag,@fritjofdouglas,7,0.0782%
404,tz1WMwADoVqGCXjKtRLZzuHNNZhkAuf4YnXf,@qizzio,7,0.0782%
405,tz1WpTRurjwRGGzWmW2wyXNM2PqiiPeVurKT,,7,0.0782%
406,tz1WVRAhQ8WrPdWPFDjD8TNJx2aNoXmk5qBf,@jardinesage,7,0.0782%
407,tz1WwLpnjMbjfQEmUpExC8wqNuZP5vTjYqgS,@TeNinEightNFTs,7,0.0782%
408,tz1WZuFdbESHfBSvoBeao1Wkt7NCyUuXAT9D,@sam___tsao,7,0.0782%
409,tz1X3eDUVtoMS5njtLQFKnBmxoFCWPEAVf3Z,@gritcorp,7,0.0782%
410,tz1X3eZfpMQJ6bkjLzj7d1gy3UC2LM2UBW7F,@nftexp99,7,0.0782%
411,tz1XJDXNHNmdeuqCsqRzvPXBh7GTbSz75oGB,,7,0.0782%
412,tz1XJzdA578FshxeRjnNHzzAb1f3JAiqEYfk,@luciusfelimus,7,0.0782%
413,tz1XRYzDAncDr3Tnk6bKvVVwSsAAQcDTcKwk,,7,0.0782%
414,tz1XWWsbK79QYy9bPNiKHGZXFC8bqHaZVLAi,@masta_g3,7,0.0782%
415,tz1XypStbLaav3THYJvgf32wK78z6qX84cLr,@porkbus,7,0.0782%
416,tz1XYXk8pZSTyQJTB98WuqRaodpStYLuZREp,,7,0.0782%
417,tz1YNUNArBDYWu8evZj73HR9vE6y5FQkaj5M,,7,0.0782%
418,tz1YqCZ8u8cFYDohvqqrnYjz6iQGmnmrwvVP,@eyaler,7,0.0782%
419,tz1YseydcorqAoU5AY4xkvNqhghWSuKMLnCc,,7,0.0782%
420,tz1Ysp9rnqoS2dGJvHVqiG3keJFZGt5Hnwrb,@skyenicolas,7,0.0782%
421,tz1YWQ7r5RGeP5S9emzkpHSYeeXduhCn4r2K,@MonitorRoomArt,7,0.0782%
422,tz1YzN4Ns4DMSYV9TcS2NyMuX9AfMFdS6CEh,@jenjustjen3,7,0.0782%
423,tz1ZhteLTqobRVCYsPj44oFfom5BJ2SdGxeE,@JohannesSimon8,7,0.0782%
424,tz28yhtLUowFtotXojTvkgCiiBQCDW8Mrq1L,@DolCreative,7,0.0782%
425,tz29DCRxNPk7vrJFGGpnsXExPsbx2xbgz8M1,@RareBreedsNFT,7,0.0782%
426,tz2BBVCfxfXYJXy24j1Gbq6okGYRbCjvwA25,,7,0.0782%
427,tz2CNGDksJFr21XKonJeD2uzJPcTmNfQBAKY,,7,0.0782%
428,tz2ENZEaCWY6j9jEnfjKVPkS7BzAP89RvWdM,@Mkriiis1st,7,0.0782%
429,tz2HwP1JKEjEy4H8RxPMkoHWuSzUWZsRSC3R,@LeithBA,7,0.0782%
430,tz2Jcg1PxT84cSmUp5VWV7LPkNpVtcPiAL63,@duOcelot,7,0.0782%
431,tz2L3KjqXf8ZtvFz6TY2qxUzBxrYyeGCbugM,,7,0.0782%
432,tz2RpzwJvg4JKLqoahq5TgDSjSBRdWH3YX4o,,7,0.0782%
433,tz2S8xbSkYZ2pnFhiRvC2cVapErz75rNfkWo,,7,0.0782%
434,tz2Sj1asuMEYxmgNubyaULEb8DtUsvF2BbG5,,7,0.0782%
435,tz2TFkmqh1L66hWvnq6MBaTtxrLmfgY8coYM,,7,0.0782%
436,tz2TZcQvh6Y7qpeV8SLVv2R7ya867V53KmBo,,7,0.0782%
437,tz2TzW5tR531iMhWagkdNXvfp49bDMNqGLJd,@adii_arun,7,0.0782%
438,tz2VQcbgsBBkYeGVmGtNVCkasDZwsaQZuiNW,@whoiscavenaghi,7,0.0782%
439,tz2WesdvwXjyiTVfhkUtdKxiMWZJksMCBabY,@zpielmann,7,0.0782%
440,tz2XNGTHVzY4PhKJTA1W5L9ritCrkdmLPQth,@Aonaranachd,7,0.0782%
441,tz2XUK8kztTM554Kzd3cCgSMYdo1DJG5mn1a,@lenzfliker,7,0.0782%
442,tz1akUoz3FLw8vLcBmb9vgo7adubVZbRftLx,,6,0.0670%
443,tz1bie4qAmN9VnwM9zZ83bRJLxenvLz9DCiw,,6,0.0670%
444,tz1c2SXRKpFpNBPmUysiHgd3UqKvUjLaSDQ2,,6,0.0670%
445,tz1cHivx9cBWDmCiav1Sp95G1B4EK4uPeMCa,,6,0.0670%
446,tz1cwWy1DPNcd5imGficjrMQv184rHeW1Qh5,,6,0.0670%
447,tz1d6A2NDBumghUVupFKSh8FwaY4hfG7nYBj,@artnikoloz,6,0.0670%
448,tz1eyBs1AtFFHRpR7FkWS87W9mbzHGA2mJZP,,6,0.0670%
449,tz1fCHiWZ3ReGqvhxkMejVzcnXYz1rnsJpow,,6,0.0670%
450,tz1gksZ2zXdYRPAkAuMPmRPcRKGnzTy83LFt,,6,0.0670%
451,tz1hDNg5hNuWx9kMcw5e4YngbxXiVTrjp9FC,,6,0.0670%
452,tz1hgG8kCZgJLHnFKXPWd3htv5d6pzJFDmpu,,6,0.0670%
453,tz1hnawLy72AzdB42iC6AkPoJTCXbCJKBKuU,,6,0.0670%
454,tz1iP3M4veaSHkMkxYyiEAqe15H6XdDeGT7z,@BroncosCrypto,6,0.0670%
455,tz1iRgkhDr1ZePoPuMNNUUNUEzGzMczBurxw,@abstra_HEN,6,0.0670%
456,tz1LmWw7wDkPLP4hCgXPU6CRaDDvnhLj4fLT,,6,0.0670%
457,tz1MjNtnX6vUusRRtkShgj9rjft6CH5qM1UF,,6,0.0670%
458,tz1PqjoLXo7rc6pZSGgEsQHvLBUkSBMEQuA5,,6,0.0670%
459,tz1R8fiBKbQEy2CRK3pBdBDVNcAQze5b7n9G,,6,0.0670%
460,tz1Sh8HMRjbUrGUijaGrDtag8BifkChrXaKp,,6,0.0670%
461,tz1TwhWjP9Z3YakJTsZ7vXyrmGLP2jdsq974,@CrypticSuper,6,0.0670%
462,tz1UAYfFWmaTrQTYMptaGCw6LrXK5Yv84VnQ,,6,0.0670%
463,tz1VjaaBTjSEywNDdtHyQsdPKquDxKMwkmWp,@clintfulkerson,6,0.0670%
464,tz1VM4G2AWMBPU1krcqpLupH91Nka2vwS7Mu,@OoakosiM,6,0.0670%
465,tz1WzkAkhnpqjXiD8SyPyLJHAEeRKGGzgB8P,@AlexBor73319398,6,0.0670%
466,tz1Xt6tuKvbxgUZ1dW5wkypPtpTrNepQWjny,,6,0.0670%
467,tz1Y64BZJuFV4t9E6pouNec8YLzJUi9kgFEi,,6,0.0670%
468,tz1ZEoCxEKW6fPZv8LZrpu2N6DBZcCCqMS6v,@AndreFvchs,6,0.0670%
469,tz1ZqWq4SAYME47NgZnF7iWN933tky1k5KrL,,6,0.0670%
470,tz1ZTREz5odePEKWXJujkfGEtdQvgt5651zx,@j_u_s__ti_n,6,0.0670%
471,tz2K1wQ1E1ikDqHjgQyERwrba7X9ZA4t9SHS,,6,0.0670%
472,tz2TCUMkFPi3Q8abPzzp79og9Sz9bQwvEezZ,,6,0.0670%
473,tz2UYLKTisJDAqAXTCn2u3EzMDHYMBr9JVb5,@indiedo,6,0.0670%
474,tz1bafXvnKt87p1yXPV3vvVpe6gyD7BCdjyh,@theartistjohn32,5,0.0559%
475,tz1dU8pHeKrDRegM2jp7VdCzkbju6paXkq2e,,5,0.0559%
476,tz1gbV6qJBCA9WTBoJfzuZCsAcRdVjdk31Cs,@derek_morash,5,0.0559%
477,tz1hm31gL4DXUeoaKsHCeWW91JFPrdBYgnnD,@sketchboi64,5,0.0559%
478,tz1iPNfw8Zv3w4GQ75Vu6vF1W9rvbSEJsoaJ,,5,0.0559%
479,tz1LbhKEDi4sRvLrbpvJ7YuY5P93AuAJunRy,@lilbridge,5,0.0559%
480,tz1Rbk8KFtGBxQA15wjM3AR8daQCVNo1YyAG,,5,0.0559%
481,tz1S2g8PKzwDkZmrMGpCU8TApYp2vt8fi8Vb,,5,0.0559%
482,tz1S5gqrxVSpRSvM6uLDeNKWU9U9qpVT8mox,,5,0.0559%
483,tz1TsHGGcE3hYi4omwSr9oeCpVbm8pyE78dd,@nicholasmir,5,0.0559%
484,tz1VcAGX1v4PnrxiaJWk6cUCVy5zFVbTVaiS,@LuanaMallorquin,5,0.0559%
485,tz1WDzb1u9f79oj2bXbgThJCi3wNFLA1Jtcz,@templeHAP,5,0.0559%
486,tz1WfSBV7yQgHXLwuyPYrA2wSp5dgcn9xjqX,,5,0.0559%
487,tz1WSc7L26aD14FtVC1ZjngUaUFNAxvChBqe,,5,0.0559%
488,tz1XrEk4giAGtSZ9BSYsgjrYvYdTq3FxaeZ6,,5,0.0559%
489,tz1YB4Zg8VZLDGs4nzH3LgJ5EQjZbtT4v8Vt,@FlutterChunks,5,0.0559%
490,tz1Z2oVuZabDojLbNT5hCg6r1i3JJcZMe3X5,,5,0.0559%
491,tz1ZdjR3JnLDgk7gDMWA64cLrKv5ujrSKF28,@THorsmeier,5,0.0559%
492,tz1ZR5JKcHzU8Xn5m3w3pMGHiYnHwQNPDkSm,,5,0.0559%
493,tz2931Tm49Xbw4DRac3pdhjW6aCzSa1hbk4y,@bouncymonad,5,0.0559%
494,tz2AXgMRkBn1auUKuh4KQy1PJquT6M6ZbwoR,,5,0.0559%
495,tz2Ji4xLx8mcVNgzZ324DA2uAjRPtz8nuLy8,,5,0.0559%
496,tz2JkRv4c9swhvFhxzhmsrGYP1T8JMtH3hWU,,5,0.0559%
497,tz2StnT3TwiU2znKx3gArJaNgnNUKpK1X6fg,,5,0.0559%
498,tz2VD9n4epuHvd1QH46iwBACyPnvHtUqAJG7,,5,0.0559%
499,tz2VvzbwcM5Cxm1cpP1NjBXFLiFomsH1KnaV,,5,0.0559%
500,tz1aGhJmvMniSVcSM1Xqag69DzgK9kPQr58R,@DRAGAOVERMELH10,4,0.0447%
501,tz1ax7LMe8JynXvdtPoaXZJJ233vWAS5ubTm,@nikkisiuhaiart,4,0.0447%
502,tz1bL5E6yLfTsaSCXQxfFmRbPjgE9eL4JH2p,,4,0.0447%
503,tz1fdSFQ7uuuiPw5hNiUCNvZAYXwRDCmX2fP,,4,0.0447%
504,tz1fHEJs6qSHaMy85RBxHVku2J7ovn2mMSf6,,4,0.0447%
505,tz1gMRKQWdhY5ZPUehpHofLswyL8Vexvfpbm,,4,0.0447%
506,tz1hkv5Dw13NoPKPmbrvx2Rs2tn7CANubSHL,,4,0.0447%
507,tz1hrrzF7ZFEhEcdRcK8f4ixvmt9Sd4gq9NT,,4,0.0447%
508,tz1hvfkpf7HbnE1Rroi7JbyegVjZzu97Yqw6,@nftbiker,4,0.0447%
509,tz1i7fDupvRU8AWoQgPtqJvKivXnyvuvTLYN,@lennyjpg,4,0.0447%
510,tz1LaqjdBZvJ2drBq8Zp9jF3HGhfqjHZm9Ny,@cabline1,4,0.0447%
511,tz1LHZF6D4aQVGKsx2o7jaqMq8wqEnmjkvGx,,4,0.0447%
512,tz1Mswoics6EJkkapgAn9aKsxsy8PsTChSHY,@never_clame,4,0.0447%
513,tz1Na7eAxDUHsmxEYLFVKheL37S2fPvuYLV6,,4,0.0447%
514,tz1PE5ZZo4iqa6DCUn2hU2KvY5euSffdRZvm,,4,0.0447%
515,tz1PR1P5Vmf5QHKzjWCbu2BMnkMH6DgZkdPH,,4,0.0447%
516,tz1Q2eekfg9ZAoxowc7YPeC14EfJLxbd1Sfw,,4,0.0447%
517,tz1Q6XEmctrzXhPMf3heNZgjukZHNxaSedeh,,4,0.0447%
518,tz1QwFb2oBLQAq9Xrey26FjSfsw6mUAGTJQQ,@desolineez,4,0.0447%
519,tz1R9f5osvh6a2xYNh5TWou1rR5NLa7YGFCQ,@rustandmoth3,4,0.0447%
520,tz1RGinQ574csDgqYRssFkmViwdnyinTuUDd,@muthmanifesto,4,0.0447%
521,tz1SBfYZ33H2svb4jh45KFnSpRuvMEkfgzHR,@acesun07,4,0.0447%
522,tz1SeV6vmY1nR6xuDPXRx1tWsrhqXCwmXL2j,@luisfraguada,4,0.0447%
523,tz1SGLEydAbC5ZqQY2NDPNFsFQ63w4XidaYk,@byronnextdoor,4,0.0447%
524,tz1SW7jwwbV9DBHewJAVkrADdmUYmnjyzsMF,,4,0.0447%
525,tz1TG9d5ACUTVsyASTP2yi412VbW8hf2HUV6,@dead_marcelo,4,0.0447%
526,tz1Tr9eMmkFoyDoeDmN8aB1vXD3jXS6WzmfZ,,4,0.0447%
527,tz1UDFDYRcKU2LXkvAVAz5cQ9mBLwmnbtvM4,@sashastiles,4,0.0447%
528,tz1UjHVejstEhcg7QCX6ge3MpKKYFSEFDFvG,,4,0.0447%
529,tz1UW4ay6FkQKTzK4fjajaTJbNoyyXypWEYJ,,4,0.0447%
530,tz1Vc6zJorVVR1tmLFd9W2ApRDmjRveFNeD8,,4,0.0447%
531,tz1VefkYoh6CkHAvHDRNJVVmvssfaUekw7BM,@landock2,4,0.0447%
532,tz1VWBWBN62KBuV1NxsbYYBSC4m4Cb52k1fG,@PenroseDeer,4,0.0447%
533,tz1VXYQDu52xwYP8kGm8hHYJG4tuHCnrsuxu,,4,0.0447%
534,tz1Y9HHJpZBQdm6xvf9C1nzQYKAU5kifqZLs,,4,0.0447%
535,tz1Yf87KmBxciyzAEwzW6VFtRV8mSZ6YrhNr,@jiwosophy,4,0.0447%
536,tz1ZfrBRYW5ELJxdi5aPxbouzDJpkug2arNw,,4,0.0447%
537,tz1ZK3KvF1WShsWL72Rhg915tdFfH44fXsHi,@Rodrigo50717359,4,0.0447%
538,tz29SJUXxkBNLb7vEqovtEbJ819G2FuPgAdd,,4,0.0447%
539,tz2L4t9S9LjpR2ca6B869siiKe2Ymp3aQ4gg,,4,0.0447%
540,tz2Pb12AvGrCgAYbHQoRc3R13F9QkEL1ZnoV,,4,0.0447%
541,tz1a323nusYfVqpnx22UThoHkSL875uY4TM6,,3,0.0335%
542,tz1a8pBqWvaZqmkbRweQ5YmTE8co7KAE9Auq,@igorok,3,0.0335%
543,tz1ainmc54XEvG83b5rfG3VAf16CTKFuSanw,,3,0.0335%
544,tz1argAW1QL7XRvQn853KRNGUMCkGSaQEbjR,,3,0.0335%
545,tz1aVzhX3gFAHKaqea7YaxXj65vG2hoTVEC3,,3,0.0335%
546,tz1b4D34XekDYaqiXraCKG31sWLgqThDzxc3,,3,0.0335%
547,tz1bEFJjDignqzezHoNok7Uw3YJJ8L2UEQnd,,3,0.0335%
548,tz1bpZNjxdgrUkMnGSiuBQduciHKLAFe41gM,,3,0.0335%
549,tz1bSeomxViYVFqk1Rb5jwAVUFkXjgoci2Jt,,3,0.0335%
550,tz1bTP9wmc9xwHycfc1PBaMLguSsM2fw4HkM,,3,0.0335%
551,tz1byziWpgo8JtHBjL8edmhBdcMwykj5o7wB,,3,0.0335%
552,tz1cALmpTf7EeeSBXHAX2rcnR4WAP8tSWkt6,@mumu_thestan,3,0.0335%
553,tz1cd8cN3qrphyJ3n337tcbCP2G5QkMP271b,@SoffnerRene,3,0.0335%
554,tz1cfDdk2HcAx68MsPdg3LdeMxeLsWgQ49DK,@Sumruv1,3,0.0335%
555,tz1d3YSjRXffjQPfjXTJZSFcjm36Hab2azDg,@chrisfollowsart,3,0.0335%
556,tz1d9MSKC28PenrsgC4R2ZFjWbXGSkDCekbo,,3,0.0335%
557,tz1dF16PzWVp7R9iVgyp1be9kojS8rUHS9MR,,3,0.0335%
558,tz1du6SaGKWENj1ZBumD4dh9gT7Ud4gJRETR,,3,0.0335%
559,tz1e9CKYy39AfeEPkVDtFxYGav5wHNawqdyg,@TheMetaFrog,3,0.0335%
560,tz1eSiZBQmT6LXCk2HYhZ4cBbvWZ7iCANL9Q,,3,0.0335%
561,tz1f81AeZfmVzCbVTgrnjopjvFahmdzW4tUv,,3,0.0335%
562,tz1faCW2i7rgnJ8oezaNVWuEHXp6BCunNCWJ,@ayenwhyay,3,0.0335%
563,tz1fH39wNA2gx9THBWGt3JCdFGbjJ35Kg8oX,,3,0.0335%
564,tz1fhMwbUtYBdJtGEZDSKPVaGqu1LCADSGNJ,,3,0.0335%
565,tz1fiVZ49LPVwQP8z5AuTe9gKdD2CagcLL9M,@nxpanin,3,0.0335%
566,tz1fix4myqrjzSTDkQ2tqfdEem1D9gd6AQLo,@photoshopabuse,3,0.0335%
567,tz1fnxDHaQE19EKnYFCCPrKfEpo9CSauZLva,@blxckcherryco,3,0.0335%
568,tz1ftoC3bbCYRg6DTTR3tzUT1bQWEZF4DVbK,,3,0.0335%
569,tz1fUqHZ7eFvnQPjxeWQ6HG84G2aj8ZdSBft,,3,0.0335%
570,tz1g1Eq6o1Nhj1HSKrzBphcHcEQWQiKQRiEa,,3,0.0335%
571,tz1gcrzMser9xm5tMmwbnCrz8hUnKNE9QEaz,,3,0.0335%
572,tz1gHkKBfNsmbX1UKb6TuaYoqePQuA5aaxFv,,3,0.0335%
573,tz1ghMM1kJVpSP2jjDorD5WE5wMBYRWuDZTs,@loweffortnfts,3,0.0335%
574,tz1gi6oobJHp9ZvUgW2p4WKHKysFdxEMQanB,@travisleroy,3,0.0335%
575,tz1giv7E3GFGptexJbFAiZA4Nsp59Xb6tSry,,3,0.0335%
576,tz1gR7ZHdYvX8ME5C2hxwRLnYKuMfTSt6qXx,,3,0.0335%
577,tz1grbNcg6kzXA8ffWkL3SB5GLt4ij3xjFqp,,3,0.0335%
578,tz1grQ1w4NQ8kjGraTnBAhZMr2jAYVc2AgR4,,3,0.0335%
579,tz1gWf9tis5tF11W4e5Vd3uD4sGuUkG6fGnn,@matheussiq8,3,0.0335%
580,tz1gWoaxExe3rPNkSJvjqWK3hNpk8yRzVdfD,,3,0.0335%
581,tz1gZaUBAZRDkqhFwwRz6uZBHFzNjkDv9ZeP,@ENICOLL,3,0.0335%
582,tz1h3VMf6G4w9rW5SPV1EF7DJHm9nd3tiTVF,,3,0.0335%
583,tz1hjGTqC3MZcw9R56FXBpNqQWzeEa7psf7K,,3,0.0335%
584,tz1hpCVZt6Xm4HxH1vyrQdzHYtF531m4rnPU,,3,0.0335%
585,tz1hVUGoMt9USaTZ5itnHpSa6m35nrG2Xez3,,3,0.0335%
586,tz1hyHNKGP11ktZqhfi6P3g1KTtUkeKp9rHG,,3,0.0335%
587,tz1i5KBdBxCqMXt6sygw8fCag2tnw6jZsadg,@hicetpunk,3,0.0335%
588,tz1i7iw7TLERR3EPNKPzQxLTrpp4nqpqGk5f,@edsonpavoni,3,0.0335%
589,tz1i7umEXo9U2jNewjUmKuNeoKpJLXxrZ38v,@bitvargen,3,0.0335%
590,tz1iBWPrDqshpibjm2Fgqvf3mfja5Ev8t4gd,,3,0.0335%
591,tz1iGzCy3wj3QxEVdVkgrwNNd9yzBT9QvEKq,,3,0.0335%
592,tz1ijdCnmuGSZStq5JnwLWTvFWgiz1CkVBFr,,3,0.0335%
593,tz1ivPazCcMa38ZPE3vwewietTzLeYTWau2Z,@zeroconstraints,3,0.0335%
594,tz1KhLcPv1Ap8ecN5X2E4ph7ARsesYDo2FuE,,3,0.0335%
595,tz1KrBYWqGriNsu7suyme2xvDZrgZFs9ERJh,@TheWorldOfMalo,3,0.0335%
596,tz1KvyACq9emYkpEYhXJLvY4vC1EWXxHxpis,@PixelPlanet11,3,0.0335%
597,tz1L28qvaAU3CmZViWVjnRzAh83gUNZQPsTF,@mal_levy,3,0.0335%
598,tz1L9NCY7pa9hJJ6wPAdDTarJt5kSSvteGwB,,3,0.0335%
599,tz1LqA97mkMJWcu5iSrkNA5MzTxyyLkZH5ca,,3,0.0335%
600,tz1Lsqor1SH7NJjfNaFpCP6emHX1BeEzBMHu,,3,0.0335%
601,tz1LW1j7oUGtQAJ51Eq9aYcz82xWvy25BSsQ,@krup_d,3,0.0335%
602,tz1LxHgNh9nhevHx1je5enGhiHJmbFq14efE,,3,0.0335%
603,tz1Lyggfu3ywMUndoMMkySBFMhmVAbQepF1m,,3,0.0335%
604,tz1LyWFESiCnbNmbspmsJwq5Rv2ypYf5NTvq,,3,0.0335%
605,tz1MiouwFnmidkyQfWJhn4LfQjU8WtaVkXBz,,3,0.0335%
606,tz1MM6HSjjbU23egXPuvxunWPJwYu7p3sZmT,@Novagraphix,3,0.0335%
607,tz1MmMnFt7SSrpityRu22E7KTUeKi1VokJgv,@ozlem_olcer,3,0.0335%
608,tz1MQTKJHKrnMKzQjnhaWyzwXhbURbjfgGtg,,3,0.0335%
609,tz1MZbQqqmQKQADtJrPM7dakTRrSy8xVoVkY,,3,0.0335%
610,tz1N1fwuhSPfSu4Ra3LMBZEeKChzDqNihije,,3,0.0335%
611,tz1N4o4ii81tn526c6kgVGZNwAUGTt6AJ5sN,,3,0.0335%
612,tz1N9TEC8EPtmpKjj739NEPTS5pYdrZMvoby,,3,0.0335%
613,tz1NaStFi2in6igeYJJZ69hLsjt5UKUHdhmH,,3,0.0335%
614,tz1Nbgg46KKQVGt2itPZYARPfcgRQq11HSTp,,3,0.0335%
615,tz1NcXbPG9UP3TEXrpJQrd4qX831U6PcZbAM,@fabiopalvelli,3,0.0335%
616,tz1NkDtLboBk6gYG2jUyLmKcQHxzDDiSU3Kn,@Yuri_jki_i,3,0.0335%
617,tz1NYH86H2aVLnQpyKcCEKm14s5mzhMgFEP5,@nighthawk_nfts,3,0.0335%
618,tz1P7uJL88DJxALqTYEZ8uQmQLHAGS4uq49r,,3,0.0335%
619,tz1PFRr5kavVeDsCXJvRUyPwNdnALuGLzjeG,,3,0.0335%
620,tz1PhaHrXPYLPrSaHznmyZ5RcwgMmdU9QM7R,@0xSubEk,3,0.0335%
621,tz1PPE4uP44WQGnQMstPdayMrYWv883iFGLE,@hansup,3,0.0335%
622,tz1PRgmHUNpgJhJeDV6xNeyUtippEvsSpLeX,@M4MM0TH,3,0.0335%
623,tz1Ps7E3jACNzxLNDM9nm7nUieuJjZWybP26,,3,0.0335%
624,tz1PtgGQJCFmTfy4xRks9ib7hyuvuVPg4jHQ,@msmyr,3,0.0335%
